comment,subjetivity,polarity
pleasant atmosphere and delicious food. Great for those who appreciate a good wine accompanied by a good pasta.,0.7833333333333334,0.7866666666666667
"I have been attending for a few years and I am always very well attended and the fish are always fresh. The service is fast and efficient and the menu, although not renewing much, is always appetizing.",0.3833333333333333,0.15
"Best Japanese cuisine experience I've ever had, after looking for several restaurants around town I found this one that is worth every penny !!!",0.1,0.396484375
After ordering in several of the neighborhood I decided that this is the best pizza in the region.Good price and the taste is excellent. I became a loyal customer.,0.5333333333333333,0.5833333333333334
"Despite knowing that the new restaurant at Dudu Camargo was with a simple food proposal, I was disappointed because the menu really is very simple. There are only 2 main dish options and few snacks. We tried some snacks and the chicken is not very tasty. For those who know the other restaurants of the same chef, the u00c1guas Claras really leaves something to be desired.",0.45077561327561333,-0.10599747474747477
"Get there early. Enjoy the queue with the excellent drinks and the correct tickets. The lamb palette was perfect. Attentive service, but needs to improve. I recommend lunch that reminds a lot of the informality of the Greek islands.",0.6166666666666666,0.48333333333333334
"We were well received in the restaurant by the waitress Luzilete (restaurant by the sea), we ordered a shrimp stuffed with catupiry which was sensational.",0.6666666666666666,0.6666666666666666
We went to my mother's 75 year old ANNa lot of patience and kindness of the attendantsPerfectrecommend and we will return,0.2,0.1
"The restaurant has a very nice atmosphere ... however the waiting criterion is unintelligent (not to say dumb). No matter how many people you are in, be it 01, 02 ... or 20) your wait will follow the order, that is, if there is a wait for 20 people and you are in 04 people don't be excited if a table 04 seats ... because by the logic of waiting they will expect to vacate 5 tables of 04 to accommodate the 20 people in front of them. That's why the wait time to sit at the restaurant is at least 03 hours ... that's it. So the restaurant is always packed. Pure marketing. Conclusion: first and last time. Ah ... if the food is good? I do not know how to answer because after 4 hours of waiting in this dynamic super smart anything is a delight. It's like going to the supermarket hungry ... you want to buy everything you see ... lol.",0.5554421768707484,0.20299319727891157
"The room is spacious, clean, full of granite on the floor and on the tables, but the advantages stop there. Parking is difficult and far, the service does not compromise, but it is a little weird, the snacks are tasteless, a breaded potato is served as rustic. The prices are exorbitant for what it offers. For the same price you can eat in better places ...",0.6275000000000001,-0.037083333333333336
"I was on Saturday 10/06 to celebrate our Valentine's Day with another couple, excellent service from waiter Berg in addition to an excellent receptivity by Metri Flu00e1vio, we brought our wine and we had excellent value in the cork, I highly recommend it to couples and a group of friends very pleasant atmosphere and the food is really spectacular! I thank Flu00e1vio for being so receptive. Be surprised to discover the new desserts. Worth it!",0.7660606060606061,0.6082996632996633
It's the best frozen I've ever tried. The creaminess and flavor are perfect ... tastier than ice cream. I don't pass by Liba without a cup!,0.65,1.0
"We were surprised by the IT treadmill system. The carvery was hearty and of excellent quality. From the start with wonderful options. The food was fresh and delicious. The sushiman's service was first rate, including giving us a courtesy of sashimi. And in particular, we really appreciate Natu00e2nia's service. She was kind, pleasant and caring from the start. We will be back for sure.",0.6685185185185185,0.4875
"Very tasty dishes that leave you not knowing what to choose, in addition to the quality service.",0.3,0.2
"German themed space, with people of all ages. The songs are very good. The food of German origin, as well as the chopps are delicious",0.44500000000000006,0.4775
"The food is simple but very flavorful. Buffet with salads, hot and delicious desserts. Very good service.",0.6574285714285715,0.472
"Easy to get to, the restaurant has a very pleasant atmosphere! Lighting and decor are great !! Varied menu and well served portions. Be sure to eat the meat sfiha!",0.8680555555555556,0.7645833333333334
"The food is delicious but the dishes for two serve little food, especially feijoada. Two women eat a combo with steak and chicken leg fillet.We like the seasoning. The place is well ventilated. Very nice!We will try a happy hour on another occasion.",0.7916666666666666,0.20208333333333336
"Wonderful food, breaded onion the best I've ever eaten, a must-see rib in addition to the place being super nice, great for meeting friends, romantic dinner and to finish the dessert is wonderful",0.7452380952380953,0.6761904761904762
"I liked the atmosphere, the food. We ate delicious codfish. Price a little salty, but it was delicious. Ideal to make a reservation beforehand.",0.86,0.6625
"Beautiful view and great service. If you want entry, it is worth trying the heart of palm. The octopus was delicious, in the right spot. Finally, I loved the chocolate pie with chestnuts.I find it very interesting to have the UBER promotion when making a reservation on the restaurant's website.",0.6908163265306123,0.6551020408163266
"Super friendly service from the waiters - I can't say the same about the hostess who served us at the entrance (it can get better).The view is incredible. The menu appeals to all tastes and the price is quite expensive, but not exorbitant (considering that the place is very different). I ate a moquequinha, well served for one person, for R $ 89.00. Brazilian foams are on average 89 to 150 reais a bottle. Very tasty homemade beers - worth a try. We paid 50 reais by taxi in flag 2, leaving Ipanema - the taxi driver was a little lost.Tip: if you go on weekends or holidays, book and ask for a table with a view!I recommend!",0.49716666666666665,0.12239583333333334
"Great food. Cost-effective executive lunch very good. Only 29 reais per starter, main course and dessert. Also very good service.",0.7286666666666668,0.5573333333333333
The service is perfect. The variety of snacks is huge and very tasty. I recommend the pork knee or the sun meat with rennet cheese. The location is great inside a big city mall.,0.61,0.4800000000000001
"I took some friends from Su00e3o Paulo to eat at this restaurant, which I have known for some time.The food is wonderful and the value for money is very good! It is about 60 reais per person with service and a non-alcoholic drink. My dish was a pumpkin batter and gorgonzola sauce with nuts. A delight.Needless to say, the Paulistas loved it. Nothing so good is eaten for that price over there and the typical Brazilian and creative dishes like pasta stuffed with plantains accompanied by fresh fish are a guaranteed success",0.6475,0.5416666666666667
"Market food and pasta, waiters who don't know how to recommend wines, and dessert outside Italian standards",0.025,0.0
"Buffet food bad and ugly place. We don't like it.It is worth the assistance, which, like most of the locations inMaceiu00f3, it's very good.",0.6093333333333334,0.06200000000000001
"Incomparable, the best restaurant and Chef of Natal / RN, environment, service 10, and especially the dishes without comments :) :) go and check it out.",0.78,0.48
"This Vezpa de Laranjeiras is very well located, in a central position of the neighborhood. The place is pleasant and the service was quick and attentive. I will come back more often.",0.4880952380952381,0.3095238095238095
"Great service, well-produced and hearty dishes in a pleasant environment. The space is good with lots of location options to choose from.",0.7722222222222223,0.7444444444444445
"Restaurant with excellent quality, one of the best restaurants in BH, service, food, comfort and excellent environments. I recommend it to everyone who is demanding and does not give up quality.",0.7666666666666666,1.0
"The place is located in a beautiful Vilela in Petru00f3polis, and has outdoor and indoor tables. I went at night, the service was good and fast. I ordered a divine shrimp crepe (R $ 22) and my husband ordered a filet mignon (R $ 35). The only thing left to be desired was the rice, completely unsalted. The rest, I loved it!",0.7142857142857143,0.4321428571428571
"Very good meat quality. Excellent noble picanha, premium ancho .... besides the crispy chives to accompany it. Very hospitable service. Good cost benefit for when you want to eat that meat .. :)",0.7633333333333333,0.6516666666666667
"We are able to speak without problems, there is not much noise or the traffic on the street is heard a lot. The food is very good and the service is excellent.Take a round table, it's much better",0.501,0.322
"Holy, named after the house, is magical!The meat comes at the exact point you ask.The salad is fresh and the presentation is impeccable, even though it is simple. The individual potatoes serve two people and the large portion serves much more than 3!The sound is loud, but the atmosphere is modern and cool, to go with the crowd.Still, the snacks are awesome!",0.5279761904761905,0.33869047619047626
Very nice place with very attentive waiters. The fish rotation is very good. I recommend it to everyone in Cuiabu00e1.,0.9266666666666667,0.7366666666666667
"The food is good, the price is fair, the service is fast, the place is simple, well ventilated, the bathroom clean and fragrant, and the gourmet passion fruit dindim is excellent. Super recommended, I loved the experience!",0.7029761904761905,0.5218750000000001
"The atmosphere is very pleasant! Arriving before 8 pm is recommended, but the wait takes place in a very cozy place.Excellent dishes, with compatible, fair prices.The shrimp in the strawberry is a show of ball.",0.9583333333333334,0.48
"The international shrimp is a delight.The service of waiter Felipe Brito scores 10, very fair price.",0.5,0.45499999999999996
"Nilo Peu00e7anha's health was better and cleaner. I ordered a natural chicken sandwich and came a pile of leaves with shredded chicken and an indecipherable yellow sauce, tasteless and falling apart. I don't think they ever cleaned glass or did maintenance on the deck, left. Feather.",0.55625,-0.21875
"Very nice place, great to go with friends and or boyfriend, for having a pleasant atmosphere and a very beautiful view.",0.9291666666666667,0.8283333333333334
"My husband and I spent a week in Maceiu00f3, and we went on the last night (14/08/18) to meet Janga. We arrived early, around 7 pm and got a good table. We were very well attended by Jeff, to whom we explained that my husband did not eat fish or seafood, and that I was very eager to eat lobster. The dishes served there are all for two or three people. Jeff offered us the solution of ordering two individual dishes, which are not on the menu. I ordered lobster (two small ones were served) with lemon risotto and my husband ordered a fillet (meat) with cheese rice.The food was delicious, however, as there was a lot of risotto and rice in relation to the protein served, a medium dish for each of us, at least half of each dish was left.The wine served and the dessert were also excellent.The only thing, however, was when we asked for the bill and realized that each dish was charged individually: lobster, meat, risotto and cheese rice for about R $ 40 each dish. That is, we pay around R $ 150, only on the dishes. The dish for 2 people costs 80 to 100 reais.But, as they made an exception, we accepted the value.We will only leave the tip for couples who do not have the same taste for the main course or stop going or get ready to pay the amount that would be for three people.As for Janga, I ask you to evaluate the possibility of serving individual dishes at a fair price, as I realized that several couples have the same problem when trying to go to the restaurant. And continue with the great food and service.",0.45942028985507244,0.14130434782608695
"The cover charge is delicious, the dishes are very beautiful, but the portions are not very large. I suggest the parmesan risotto. And be sure to try the butter and bread from the cover. The service is also great,",0.7937118437118437,0.6435164835164835
want to make your day worthwhile with professional quality food you know this restaurant was great to have visited,0.45,0.4666666666666666
"This is a Pizza Hut restaurant, I have been going for a few years, the place is always full, parking on site, with an area to pick up pizza and take it to go, or on the first floor to order and eat on the spot with a full menu. The service is good, fast. At lunch you can choose buffet or a la carte. Whoever goes is always worth making the network card by paying a little and you can have a discount for 3 months across the network.",0.41666666666666674,0.2203125
"It was already very tasty and you walked for miles to eat a piece of a pie that melted in your mouth. Today it remains face to face or the whole cake, but the quality has dropped and you feel as if you were just eating an ordinary sponge cake as a mediocre filling. Normal and you better eat somewhere else if you love your pocket !!!",0.5642857142857143,0.18236607142857145
"Good music, interesting decor, excellent service and good pizza !! Price not very affordable, but worth the cost benefit !!!",0.5166666666666667,0.6143229166666667
"Thin pasta and delicious food. Renovated environment with children's area.The tapiocas are fantastic and the crepes, although they are not the best in the region, have a good price.It also has delicious salads, and a varied drink.",0.775,0.6166666666666667
"The service is good and is located in the Ponta Negra region. The dishes are well served and serve even more people than indicated on the menu. The food is good, but not surprising. Although the dish was shrimp, there were very few shrimp.",0.466,0.25799999999999995
"My husband and I went through a promotion of carvery that we bought in urban fish. Despite this, when we arrived at the place we were very well received, with no inferior service because it was something of collective purchase. In addition to an excellent service, we had access to several types of delicious meats and we also had the option of serving ourselves in a buffet that was exposed in a self-boiling format and that had everything from rice to sushi. We love the place and intend to return at other times!",0.46785714285714286,0.3633928571428572
"Delicious place to gather friends, have a snack or dinner - delicious food and good service. The decor gives a very special touch to the environment that is particularly pleasant for a reunion with friends, as was ours.",0.8619047619047618,0.7795238095238096
"Great restaurant, with a panoramic view of Guaiba. Good service but at my discretion with excessively expensive wines",0.6833333333333332,0.3333333333333333
"Nice place to have a coffee after lunch in a restaurant on the street of the restaurants. And it is also a street bookstore, something rare these days (see film Message for you)",0.95,0.44999999999999996
Very good. I recommend eating Cioba. Grilled or fried. Also the tropical fish ... Very attentive staff !!,0.8900000000000001,0.86125
"Beautiful restaurant, delicious typical food. Be sure to eat Carne de Sol de Filu00e9, a hearty dish, serving 3 people.",0.8472222222222222,0.5458333333333334
"The pizza is thin and very crunchy and the filling is tasty. I loved eating with a glove. This option exists precisely because it is thin and crunchy. Sangria is delicious and combines with pizza. The super interesting indoor environment, collection of photographic cameras on the walls and record players.",0.7208333333333333,0.29166666666666663
"I liked the environment, who wants to make the conversation very pleasant, and lots of music for those who like these three things,great option",0.6333333333333333,0.5844444444444444
"Clean, organized environment and great variety of flavors.Very good service!I recommend coffee with a negrinho and a dark chocolate croason.",0.6125,0.4291666666666667
"If you want a bar with great drinks and fantastic cuisine, this is the place. As the place is trendy, it is good to arrive early.",0.69,0.52
"Very cool place with the theme of motorcycles, varied menu for all tastes, great cost benefit, impeccable service.",0.7816666666666667,0.6683333333333333
"It's a really nice place, good decor, good atmosphere, very good food at a fair price. Undoubtedly an option for those who do not want to go wrong on a trip.",0.7966666666666667,0.5183333333333332
"A good option to eat the traditional chicken in Copacabana, the place is simple, sit on the counter in front of the barbecue, but clean and very tasty! The chicken's seasoning is delicious!",0.7008928571428571,0.13958333333333334
"A cozy restaurant with a very good flavor. The price is also very reasonable, a great place to go with a lot of hunger !!",0.7650000000000001,0.4925
"The food is not the best, the atmosphere is noisy, the tables are very close to each other. This means that if someone wants to pass without bumping into people, they need to ask the other to get up. In particular, I find it extremely unpleasant. Waiters only serve tables that are drinking beer well. If you ask for juice or water, forget it, you will only be served every 1 hour after half an hour waving. It seems to be a good option for those who are looking for partying and enjoy country music.",0.5,0.13333333333333333
Warm and friendly service.Variety of flavors.Quality in each food offered to the customer.Fair prices and compatible with what is offered!I recommend it to everyone!,0.55,0.534375
The one to start the night in good company over a beer. Good snacks and good service. The place is easily accessible.,0.5437500000000001,0.6187499999999999
Good vegan options on the menu could also include a pizza with nothing of animal origin. Loving service even when there was an error in understanding the order.,0.775,0.6499999999999999
"A rarity in Su00e3o Paulo: peaceful atmosphere and excellent food together. It takes a little time to deliver the dishes, but it is part of a stress-free program. It makes you want to repeat, to take friends from abroad, in short your creator confirms your neat way of making a differentiated meal.",0.575,0.265625
"For those who like American-style meats (yes, forget that Outback is an Australian restaurant, because it is not), it is always a good choice. But, the value of the portions accompanying the main meal is very high, and the price of beers and soft drinks is also high. Finally, the final price is higher than the restaurant offers, although it is still one of the best restaurant chains in Brazil.",0.4841212121212121,0.24406060606060606
"Very good food, super nice atmosphere. Excellent place for dinner for two or dinner with friends.Good wine list and a varied menu.It is worth mentioning that it is possible to bring your own wine!Very good, I recommend...",0.7683333333333333,0.5554166666666667
Excellent option for lunch. Varied and good buffet and excellent barbecue at a fair price. One of the best value for money in Palmas!,0.76,0.8800000000000001
"Churrascaria Ponteio has a nice and nice hambiente, but it took a while to pass the meat.",1.0,0.6
"I love Toshca Arabian. All the stores are great and the quality is excellent. My favorite is the traditional Toscha. It's very tasty. Just don't order pineapple juice with mint, as mint is not natural. It looks like powder juice. They could improve that huh !!!",0.6857142857142857,0.4146205357142857
"Very good meat quality. Excellent noble picanha, premium ancho .... besides the crispy chives to accompany it. Very hospitable service. Good cost benefit for when you want to eat that meat .. :)",0.7633333333333333,0.6516666666666667
"I was again at CT Boucherie and this time I ordered the crispy Peixe Namorado. Delicious!!!!! From the starter to the dessert, everything is delicious. I'll be back for sure !!",0.7222222222222222,0.6953125
"Mitsuba is the best Japanese restaurant I know.Wonderful atmosphere, food that is more than fresh and specially prepared.After all, the owner is always present for a good conversation and to detail the origin of the food.Just wonderful.",0.43392857142857144,0.4821428571428571
"Great service and delicious Italian cuisine. Very nice atmosphere, very romantic for couples, but also suitable for groups and families.",0.6916666666666668,0.5216666666666666
"We went to lunch at this family restaurant, with high expectations. Unfortunately since the arrival it was just frustration. The service simply does not give the least attention. To order a drink was a challenge. To get menus then we donu2019t even talk about it - and when they brought it, there was only one for five people. But the worst was the food. Bad and tasteless. My son was in the carvery, but besides being super slow, it was also not good - the exception was the piglet pururuca. The owner was friendly, but kept parading canoles all the time instead of managing the waiters who provided a very bad service. To top it off, very expensive for what it serves. Without entry and without dessert we left 400.00 at the end. If it were good, it would be worth it, but due to the lack of quality it should cost half as much.",0.5594671201814059,-0.14444444444444443
"The place has good service, but the snack is small for the amount it charges and is not so much more juicy than others. The rustic potato is good but the portion is also very small.",0.524,0.265
"Best cost-benefit of Jou00e3o Pessoa steakhouses. Nice atmosphere and service. Well done meats. Sushi not so much. Plentiful cold table. For the price it is very worth it. Do not arrive after 13: 00h as the queue is long ... maybe the weekday is shorter, but the weekend is not possible until this time.",0.5757142857142856,0.22000000000000003
"My family and I, on Mother's Day, had a Lousy EXPERIENCE in this restaurant and look that we were going to the place on recommendation !!! As it was mother's day and we imagined that the place could already have all the tables reserved, we called earlier at the restaurant so as not to miss a trip, in which we were informed that THERE WERE VACANCIES. However, when we arrived at the place at 11:30 am and it looks like WE WERE THE FIRST TO ARRIVE, THERE WAS NO ONE WAITING FOR THE TABLE. Then we were told that the restaurant only opened at 12:00. So far so good, we decided to wait. Later ANOTHER PERSON arrived after us and was passed in front of us. We questioned the fact and the restaurant staff DID NOT TAKE ANY ATTITUDE. When we went to complain about the situation, MAITREE with the biggest face came to say that he actually had a queue and had no table available, contrary to what was reported to us by phone, as mentioned above. Other people who arrived next and were also waiting were also revolted by the situation. So, ESCAPE FROM THIS RESTAURANT !!! TOTAL DISRESPECT AND ARROGANCE WITH THE CUSTOMER !!!",0.43525641025641026,0.02680288461538461
"We waited a long time for the dishes, after an hour, they came to inform us that an accident had happened and that it would take even longer. We were given a cover charge to alleviate hunger. When the dishes arrived, some were cold, others overdone (the risotto looked like a paste). The price of the dishes is quite salty and it is not worth the food or experience by far.",0.625,-0.17500000000000002
"A lunch type PF does not leave for less than 50 reais ...Average service, but still worth the sin from time to time!",0.08333333333333334,0.10416666666666667
"A pleasant surprise. I came to Goiu00e2nia for work and, at the recommendation of a friend, I had lunch at Kanpai.Wide and pleasant atmosphere, kind and attentive service, spectacular food.A tip: the executive festival is very worthwhile. It's food that never ends;)",0.8976190476190478,0.5666666666666667
"Lousy service at lunchtime during the week.Expensive food and small portions.They brought my wrong bill, the dish of the day was on sale on a board in the street and when the bill arrived they were charging the price of the original menu.",0.6375,-0.21875
"Very nice family lunch! Well served and tasty dishes, several wine options with honest prices and a very kind and attentive service by the waiter Willian. Options also for children. We recommend !!",0.76,0.5960000000000001
"We did not know the johnnie chain, we found an advertisement on the internet for farm casters, and today we came to try it! We just loved it, and the service was also sensational !! Congratulations to all involved and more success to all! Beeeijos u270cud83cudffcufe0fu270cud83cudffcud83dudc4cud83cudffc",0.4916666666666667,0.64375
"This bar is very pleasant, both inside and outside. The price is good, the food is delicious and the portions are well served.",0.6625000000000001,0.6633333333333333
Very good service and wine list! Waiters know the products they sell. The price of wines is fair.,0.8400000000000001,0.85
Great music and excitement. show with local and very lively groups. It only opens on Mondays. but it is worth the visit.,0.5,0.2554545454545455
"Cozy atmosphere, high spirits, with original drinks and wonderful dishes, not to mention the quality sound. I'm a fan ud83dude0d",0.688,0.347
"I received so many recommendations to taste the shrimp served there, but I was not surprised. Difficult place to reach, the restaurant is a little cramped, the food has its flavor, but I didn't like it. I would not return.",0.725,-0.059375
"I really liked the restaurant, because the service was very good and the view was wonderful, you could see Praia do Forte from there. The dishes are also affordable, as they are very hearty and probably a portion for 2 people will serve 3 people quietly. The food was also very tasty and the juice was excellent. I highly recommend it, as the value for money is great for the quality of food they offer!",0.6448148148148148,0.5633333333333334
Excellent food even with the name of Cameroon has other types of food. Perfect service. Super recommend cozy place.,0.7583333333333333,0.40166666666666667
"I was there for dinner. I arrived early and some people had lunch, which I believe is the best proposal in the place.",0.3,0.55
"Pizza Hut's pizzas are excellent, especially if you choose the pan dough. And there is always the promotion of the day to order home delivery.",1.0,0.5
"Very beautiful place, with rustic outdoor tables. I ordered a sausage sandwich. Yummy homemade bread, good ingredients, even the ketchup has the chef's signature. However, the result is only good, given the prices. Good and friendly service. I recommend it, but it can still improve.",0.7166666666666668,0.5791666666666666
"Historic chalet, in the center of Porto Alegre, next to the Public Market, composes a very interesting and thought-provoking architectural ensemble, for laymen and connoisseurs.",0.18611111111111112,0.15833333333333335
"Excellent cost-benefit ratio, tasty and well-served food, air-conditioned and pleasant. Very good option. The highlight is the price X the quality of the food!Highly recommended!",0.9155555555555557,0.9111111111111111
Great service and great food! It is very worth knowing! Quick dishes and cool prices.,0.5559999999999999,0.5941666666666667
Best experience to taste the spices and ingredients of Bahian cuisine with a touch of international cuisine.,0.15,0.5
"Excellent service from Anderson Pastana. Delicious food. Very satisfied with the environment, music. Meitre Keller Super attentive. I highly recommend it.",0.851111111111111,0.5905555555555556
"Very well located in the best part of Fortaleza's Beira mar. very turist place, but of excellent quality. somewhat high prices.",0.488,0.512
"I was at the restaurant at Shopping Higienu00f3polis, the atmosphere is pleasant but the service left something to be desired. What about the dishes then? Very small, the price is not high but for the quantity that comes it ends up getting expensive! We ordered starter (completely individual), main course (which looked like an appetizer) and dessert and we still left hungry! The quality of the food was good, but nothing exceptional.",0.506,0.12366666666666663
"As I had several options in the area, my wife and I were only able to go once, but we didn't regret it!Really good food and a service as good asDespite being somewhat expensive, it is worthThey are incredible and delicious dishes!",0.6781250000000001,0.4125
