comment,subjectivity,polarity,sub-check,pol-check
"I had already visited the restaurant several times and unfortunately when I returned after a long time I had a surprise that was not the best. The food itself continues as it always has been, generous dishes, well seasoned in the best American style (although more expensive than the competitor) still worth not having the same rows. However, for the first time, I was served in an unusual way, the dishes took a long time to be served, the attendants seemed scattered and the sound was very loud. I believe it was a time of mistakes that will not be repeated.",0,1
"Perfect!!! The meals we had there were fantastic !! Great service, great seasoning !!! It was amazing!!!",1,1
"Nice food. fair price, stylish ambience, friendly waiters, clean bathroom, wonderful view, well worth a visit.",1,1
"Attentive waiters and excellent service. Nice atmosphere and good food. I would go back other times for sure. I recommend, very good for groups",1,1
"The only good points are that the place is beautiful and the food is good. However, the service is very slow, several times we need to ask the security to call someone to assist us, since the house was not even full. In addition, we were only informed about the cover charge for DJ at the cash register, since the entry only contained the amount for the band. Anyway, it left a lot to be desired, I do not recommend it.",1,1
Purpose is good. The price is good. The variety is good. But the service is terrible and the replacement is very slow. As it is for kilo it takes to be able to finish the dish waiting for the meal. Not worth it,1,1
Great option to eat Japanese food per kg! You eat very well without paying too much! Quality Japanese food and even has several types of sweet sushi!,0,1
"worth checking out, a great place to have fun, as well as being on one of the most popular beaches in Fortaleza",0,1
"Excellent service and quality products! Far beyond a simple hamburger, they also serve various types of cuts, several beer options and served extremely cold! Super cozy atmosphereIt is super worth the visit!",1,1
"The place is very cozy, good music, cold beer, tasty pastries and affordable prices. The only problem is that at midnight they hand over the bills for all the tables and close the place.",1,-1
"Salad bar very good, but the meats are the highlight. Always at the right spot, they arrive hot at the table, very well served by waiters specialized in the subject.The service is excellent and the atmosphere is very pleasant due to the large windows that allow more external light.",1,1
Restaurant with great service and wonderful meat! The waiter Valmir welcomed us very well! I recommend!,1,1
"I bought 03 ice creams and after consuming they came to claim internal rules of charging 1.00 more for each one when paying by credit or debit card. They say they can do that because it is in the law. But the law does not speak of values u200bu200bor forms of payment !!! They refused to understand the law. It was a total inconvenience. They are assaulting customers !!! Cashier Sassu00e1, says his name is Julielson, he refused to call the owner, says he is called Gleidson, to solve the problem and even made fun of the case !!! In short, terrible location. An assault on customers on their rights.In the images are the official law and their law in the pen, fixed in hidden places in the bakery.DO NOT BUY, DO NOT GO THERE. AVOID PASSING DISORDER.I DO NOT RECOMMEND IT TO MY ENEMY.",0,1
"At least once a year we usually go to the restaurant but this time we are disappointed with the food. My duck rice was a bit greasy and my husband's ribs dish tasteless, but the worst was the entrance of manioc dumplings that were horrible. They should excel in taste and not in glamor. Atendimentp remains impeccable.",1,-1
I had the opportunity to have lunch with families for a business meeting. The atmosphere is very pleasant and the taste of the food and the quality of what is served is wonderful.,1,1
"I went with a large group on a Saturday night for drinks and dinner. When bringing the drinks (which cost an exorbitant R $ 40.00 each) the waiter did the feat of dropping three of the four glasses on the tray literally on top of my wife. His reaction was to stand still while the tray finished dripping on top of him, then murmur some kind of inaudible excuse and just disappear.He never came back, despite the fact that, already irritated by the rudeness, we had specifically asked the Night Manager, by the way the only polite and attentive person in the place, if he did not intend to apologize.It wasn't just that. You ask for water and the other waiter, who did not know who had asked, stops at the corner of a table of 8 people and starts shouting: - Water, Water !!!To complete, the breaded steak is massive and the entrecote we send back, with so much fat in the meat. The filet mignon tartare is worth it.",0,1
"The atmosphere is very pleasant and the service is attentive. At the beginning we ordered the couvert (excellent baguette with a pepper butter and honey) and the pork croquette which was very tasty. As a main dish a Lamb rice that was excellent! For dessert, a tasteless creme brulee that left something to be desired, was the weak point! The Fondant cake was delicious. Worth the visit.",1,1
"Excellent service, the place is very relaxed. The food was delicious, the best of all was the starter of manioc cake with shrimp.",1,1
"The stall of the lu00f4ro is super traditional in Salvador. It is on Flamengo beach, away from the most touristic neighborhoods like Ondina and Rio Vermelho, so if you are a tourist and use a taxi to go, prepare your pocket. The place is cool and lively. The menu has a good variety, and the price is okay.",1,1
"I really liked the place, but I consider the prices of the dishes expensive. It is good for those who have a larger budget to enjoy. For those looking for less sophistication and more practicality and more affordable price, I don't consider it a good place. Just to go once to really know.",0,1
"Be sure to order the portion of cod cakes (perfect) and it also comes with a very good pepper sauce. For main course: lagareido cod (noble part of the fish served with potatoes, boiled eggs and olives). Great options of Port wines. For dessert, ice cream sundae.",1,1
"We have been customers of the house for some time, we know most of the waiters, and I can say with propriety that it is the best service currently in this city. Willian's service, always friendly and objective. Congratulations to the managers.",0,1
"This restaurant follows the standard of Good and Cheap. Delicious food, I didn't even have to look for a place outside the event that was at the Convention Center, throughout the event we ate at it. You can rest assured that the food is good.",0,1
"Great service and a varied menu. Great for a happy hour with friends. It also has several options for breakfast. I already had lunch at the buffet but it didn't impress, but it also left something to be desired.",1,1
"The carvery belt stopped working as soon as I arrived, there were few waiters and it was passed on to people who could order anything from the menu. We spent 20 minutes waiting to be served and another 40 waiting to get what we asked for. The order arrived wrong and there was no one to answer us. We decided to leave and go to another place, they charged us the carvery in full, even though we saw that we didn't consume anything, nor did the drinks reach the table. The local employee said they had fewer employees, apologized, but we still paid the full rotation, which is a very expensive price for not eating anything.",0,-1
excellent restaurant. Top quality Japanese food and impeccable service. It gets quite crowded after 9pm. Pleasant and romantic atmosphere. Suitable for lovers and also for dinner with friends.,1,1
"It was surprising to me, because I went to Hachiko for lunch and didn't know about the contemporary Japanese cuisine. I liked most of the dishes a lot, I think the ideas worked in many, but not all. It's fun and interesting. But avoid rush hours, because the queue at the door is huge.",0,1
"The last time I came here, two years ago, it gave me a very good nostalgia from the Nikkei era, fresh food, typical Japanese dishes ... but yesterday I came back and found it very good. Too bad, the fish were dry, it was not at all proud. It was so bad, I didn't even eat the extra portion of wild salmon, which they ended up kindly not charging. I ordered jasmine tea and it was bag tea, what a pity. I'll give it a little more time before I give up for good.",0,1
"We had already been to the restaurant on 2 occasions, but this time we took my parents who reside in Portugal. The service provided by Van Damme was sensational. From the moment of choosing the table until the end of the dinner.It's great to see professionals who show their appreciation and talent for the work they do. I believe that there is nothing more fair than the recognition of the work performed by the waiter, as well as the quality of the meat served by the restaurant.The spicy meat empanadas are delicious and the ant sausage stuffed with provolone surprised.We chose Prime Rib and T-Bone as meats, both were delicious, but we left a highlight for Prime Rib, very marbled and soft.Congratulations to the establishment for having a guy like Van Damme in his professional body and for the quality of what he has on his menu.",1,1
"Good and cheap. I wasn't expecting much, but I was surprised by the quality and the price! Very attentive and fast service!",1,1
"We stayed at the celi hotel, on the edge of Atalaia, which is very close to the Pitu com Piru00e3o restaurant. We went to dinner at this restaurant and were very well attended by waiters Jeferson and Buiu. We ordered a grilled sea bass with vegetables, rice and pitu piru00e3o. It was wonderful. Not to mention great quality wines and cold beer. In addition, the owner of the house (Pedro) brought us an explored olive oil for us to try and season the food. Dear very good people. The price is right for the excellent level of the food offered. So we ended up returning the next day to have lunch at Pitu with Piru00e3o. It's really worth it. Be sure to go to this restaurant when you go to Aracaju. It's top.",1,1
The restaurant is really bad. Cold dish without seasoningA bad experience that I would not recommend to anyone. Service also very poor. Have a beer and go. Don't throw money away.,1,-1
"Restaurant with great quality and variety in Rodu00edzio. Includes Robatas and everything else you are entitled to. Family atmosphere and good service. Go on less busy days, during the week at night, as you will be able to enjoy the rotation better and you will certainly have a good service.",1,1
"Excellent food, well laid out, well characterized regionally. Varied menu and Eduardo's father service. ud83dudc4fud83cudffcud83dudc4fud83cudffcud83dudc4fud83cudffcud83dudc4fud83cudffc",1,1
"I love the salad buffet for being very complete, it makes all the difference for lovers of healthy dishes who don't want to eat just pizza. The pizzas are very varied and have some very exotic. Best pizza in Poa.",1,1
"I had a frustration. We wanted to know this restaurant for a long time.The service is excellent, great atmosphere.The disappointment was the steaks. The picanha, for example, you felt because it was not fresh. The normal rib. Tasteless sheep.Great salads, but the meat that is the flagship of the house did not please.",1,1
"We love to visit the Farofa du2019agua restaurant, a nice place and attentive staff! Plentiful and delicious food, I recommend everyone to know!",1,1
"Simply wonderful food and service! The price is not that cheap (100 reais a carvery) but it is worth every penny!In addition to the meats, it has a cold and a seafood track! It even had lobster! Super attentive waiters! I recommend !",1,1
"In Maceio we prioritize eating fish and shrimp because they are the local specialties, but almost by chance we ended up going in and eating a pizza, which owes nothing to the best of Su00e3o Paulo we are used to.Beautiful environment, good service and live music, location close to Ponta Verde beach.I recommend !",0,1
It has the best rib in Brazil ... it is famous for this dish ... the other meats are always well served and succulent ... however if you want to eat rib no other place is better..it is close to the biggest mall in Campo Grande. .,1,1
"Mc Donald's standard, nothing new, service and product offered at any other establishment in the chain. Good location in the Rio Vermelho neighborhood, close to the Bompreu00e7o Supermarket, fast service.",0,1
"A group of women decided to celebrate the birthday and with permission from the place, they brought the singer u2019u2019 with a speaker and everything. Summary: no one listens, hellish music, out of tune. I will not be returning.",0,0
"We were at the Emperor located on Pajuu00e7ara beach. Nice atmosphere, good live music but poor service. We had to call the maitre d 'twice to be attended. Tasty dishes, but they were cold. To pay, we had to get up and pay directly at the cashier, as no one came to answer. Anyway, a super recommended that disappointed!",1,-1
"Good option for:Who heard and is curious to know.Who is an admirer of the owner, Olivier Anquier.He has children and teenagers, who enjoy eating potato chips without limits.Who doesn't mind having only one option on the menu (always).Professional and exceptionally kind service.Nice place.During the week, attended by young executives at lunch.",1,1
"Excellent steakhouse with varieties. Good service, Excellent food, with a choice of Japanese food. Well located. Good security and close to the Hotel,",1,1
Food very well done and very good service !!I recommend everyone who comes to the center to come and meet !!,0,1
"The quality of everything that is served is very good. The issue is service and care. We are here at the moment and it looks incredible, but we spent at least 10 minutes waiting for someone to stop by our table to serve some meat. And look, we're at a steakhouse! !! At that point you have to improve a lot. The highlight is the quality of the meat. And in this regard, perhaps the steakhouse deserves a second chance. As for the cordiality of the staff, I am with colleagues here on the trip, it is lucky, some of them serve well others do not care! !!!",1,1
"9 cozy environment, safe space for children to play. Good food and helpful serviceGood parking, as it is located in a mallI hope to come back more often",0,1
"The disadvantage of the place is its location, as it is not so privileged in the city, but it is close to the access to BR, so for those who are passing by the access point (traveling), it is worth a stop.",0,1
"Cozy atmosphere, wonderful food, waiter Roberval is a figure, live music of a high level and super nice.",1,1
"Several hamburger options, but delicious. I have already tasted salmon, chicken, chicken heart, bacon and meat. I've tasted the meat passport too. I liked almost everyone, more than the salmon. I hated the bacon, very sick and look that I love bacon.",1,-1
"Excellent restaurant with many options on the menu. Delicious and relaxed atmosphere with very attentive staff, especially the waiter Claudio, who served us very well!Great program in Fortaleza.",1,1
"the restaurant Du Chef Arte and a place for those who want to eat a different dish, that is, a finger-licking meal with its culinary magic",1,1
"Located in a very quiet neighborhood in BH, the pizzeria is worth the visit. Yummy and cozy atmosphere.We went on a Saturday night and were lucky to find a first-class table, but it looks like it is pretty full.The service was good, but nothing spectacular. The pizza was very tasty and tasty.On the menu, there is a diversity of beers and a good wine list. The price is standard, neither too expensive nor too cheap.I liked it, recommend it and would go back.",1,1
"The Greek restaurant is a great restaurant if you want to eat with the family, but it is very crowded, you will probably take a huge line, but it won't take long. The food is super varied and tasty, ranging from Italian food to fish, the most diverse salads, meat of all kinds, in short, very good! It is worth it for those who want to eat well and spend a little, as the price is a little salty at weekends.",0,1
"Very nice place, airy and with very well prepared waiters !! Varied menu, of course the focus is on shrimp, but if you don't eat there are meat options too !! Fair price because it is within the range of good restaurants !!! Average price of double plate of R $ 100.00.",1,1
"Delicious! But you have to know how to make pasta, not to spoil it. Are beautiful!!!! The desire to eat them all!",1,1
"Excellent location, a really cozy place to go with friends to enjoy a sound and the wind from the shore.",1,1
"Whatever type of typical dish you find there! Great flavor, pleasant atmosphere, excellent service !!!! Impossible not to leave with several extra pounds !!! But it pays off, especially for those who do not know much about Northeastern cuisine, it is good, as you can taste everything a little, because it is sef service! I highly recommend it to anyone visiting the city, which by the way is beautiful!",1,1
"Was it against sense? Unfortunately not. You can see another evaluation of mine about the same restaurant, which I have known for over 6 years, about its excellent food and service. Today, July 6, I had the worst experience with the place. EVERYTHING TO BE CRITICIZED: dirty table, lack of attention and courtesy, tasteless food, expensive price, due to the poor quality of the food (I didnu2019t eat worse meat), terrible service, lack of interest from the waiters to the manager, in short, nothing was worth it . I left the house with the best expectation of returning to one of my favorite restaurants in Natal and I don't know when I'll be back again. I had planned to visit the Brasilia unit. I'll rethink.",1,-1
Pleasant place with several environments that suit all musical tastes. On the day of my visit a live show was taking place with the singer Caubi Peixoto. The snacks are also very good.,0,1
"We were very well attended by Andru00e9, Fabi and Atila ... all very friendly and attentive!The food needs no comments, very good and prepared with great excellence! Chef Vinicius very friendly and attentive! Don't leave without tasting the Coco and Pineapple dessert (please eat !!!",1,1
"A great choice for sandwiches, to please all types of taste. Good service and great location",1,1
"I really liked the restaurant, because the service was very good and the view was wonderful, you could see Praia do Forte from there. The dishes are also affordable, as they are very hearty and probably a portion for 2 people will serve 3 people quietly. The food was also very tasty and the juice was excellent. I highly recommend it, as the value for money is great for the quality of food they offer!",1,1
"Just don't come to the mall just to come here. Sunday family lunch. Children, full house, slower service, complete package. The food, which is of interest, is no big deal. In Brasilia, I still prefer the city's classic and competitor: El Paso Texas.",0,1
"The draft beer is cold, the service is excellent, the feijoada dumpling is one of the best I've ever had in a bar. In addition to well frequented and well located.",1,1
"whenever I go to SP I have a meal in this genuinely Italian restaurant, the mandatory choice is the pepperoni and polpetone, but the pasta is also very good and the filet a generous portion of Parmigiana. only negative point for me is not having 600ml beer. the price is good, between R $ 70.00 and R $ 90.00 per person on average.",1,1
"I was with my family at Coco Bambu near Beira Mar in Fortaleza and ordered a dish that always like in Su00e3o Paulo and without exception always comes out wonderful. But on this visit the Beira Mar branch was very disappointed with the dish. First the quantity of Cameroon was extremely reduced, and with that what came was potato straw and rice that was dry. I complained to the waiter who agreed with the criticism, and told me that the Maitre d 'would come to the table, which I am waiting for so far. Summary, lousy dish and no attitude from the house staff. Unfortunate. The bill was over R $ 270.00.",1,-1
"Spettus' food is amazing. A wonderful carvery, accompanied by a 10-note buffet.",1,1
"He went to the manekineko (home shopping) with my wife and once again we were treated exceptionally. I would like to congratulate the entire staff, especially the waiter Tadeu and the manager Rafael who served us in an exemplary manner. We will be back more often due to the service we have been given.",1,1
"Quiet, pleasant and relaxed atmosphere. Excelent reception! Wonderful food! Approved pizza, pasta, steak and dessert! Super recommend!",1,1
Cold service and cold food!We ordered shrimp stroganoff and the sauce came cold.I hope they get better.,1,-1
A very good restaurant with a regional menu. The famous guaiamum (a type of crab) is available in an aquarium where you can choose which one to taste. Note 10 for Mexido do Mar.,1,1
"Great restaurant with Minas Gerais and Northeastern food, great infrastructure, but the kilo method of food was lacking.",1,1
I don't like casters. A lot of food is poor quality is what I have found the most. There is an exception here! Very good service and excellent fish.The variety and quality of sushi surprised positively.I recommend!,1,1
"I recommend the Picanharia dos Amigos, the imported picanha is sensational and Cristino's service is very good, friendly and polite. Whenever you come ask for Cristiano's assistance.",1,1
"Nice place, excellent service. One of the best pizzas I've ever eaten. Besides, it is inside the Morumbi stadium and has themed decor, with televisions on sports channels.",1,1
I was last night ... order placed and super fast service and courts. Hamburger meat seasoned in the right measure and all the ingredients are tasty. It has special sauces. I recommend,0,1
"German themed space, with people of all ages. The songs are very good. The food of German origin, as well as the chopps are delicious",0,1
"Here everything is different, not just any bar or typical. Starting with the snacks there is always good news, I had a perfect bean cake. The atmosphere is pleasant and very happy to spend with friends and also love.",1,1
"Nice, calm restaurant. Delicious meal.When I want to read and relax ... enjoy an ice cream I choose this option.I love the giant pastry and extremely stuffed baked .... I recommend it.",1,1
"The best grill in Porto Alegre. Well selected meats, excellent service ... all added to a familisr environment.",1,1
"Great pizza options, all very good! It also serves the option of Open Wine. Fair enough and unique flavor!",1,1
"Mangai is a mandatory stop in Jou00e3o Pessoa! Regional cuisine with the best of Northeastern cuisine, pleasant atmosphere and reasonable price.",1,1
"The place has nothing dirty ... on the contrary, well tidy, chilled environment, very good service and the delicious Fred Flinstone steak (huge) !!! Worth it!!!",1,1
"For sure, the best restaurant in Maceiu00f3 !!!! Exquisite atmosphere, delicious food and an excellent wine list! Great for a good dinner for two and the prices are great !!!! It's really worth it! I recommend!!!!!",1,1
"Pleasant, cozy and sophisticated restaurant. Exemplary service. Delicious food! Lean and sufficient menu.",1,1
"True COURTYARD! Delicious, varied food. I didn't even order a la carte. Very fast and very affordable. I loved it!",1,1
Delicious RestaurantSuper cozyTasty foodTo eat prayingAnd the desserts are also delicious.,1,1
"Very good, I really liked it. It has external space, air-conditioned, reserved, for party. Very good live music, snake cover with good price. The products are too good, the beer is always cold, the food is delicious and in large quantities. The service leaves a little to be desired, but because the space is always full. Beautiful people abound.",1,1
"In short ........, the best esfiha in Campo Grande !!!!! When you come to Campo Grande, or even, you who live in the city of and never visited, I recommend !!!!",0,1
"The restaurant has a very pleasant atmosphere. The service was first rate. The food was very tasty. Finally, the price did not scare. It is recommended.",1,1
"The lunch buffet during the week is excellent. The quality of the food is surprising, to be served by the kilo. The pudding is from the gods, you can order without fear. The kids space has a curious size restriction, it only accepts children up to 4 years old.",1,1
"Great snacks and optical draft beer. We ate the portion of pancetta, portion of pastries and chicken. Everything was delicious, an honest pub food, very well done. It is not a very cheap place, but it was worth the visit. We will be back for sure.",1,1
"Great salty pizzas, the sweets leave something to be desired, some seem semi raw and the service is terrible. The 3 times I went I waited a long time for pizza.",1,-1
"Good service, fair price, very good food, very pleasant, the place at night has a beautiful people super recommend",1,1
"The environment is wonderful. Centennial house, decorated with great taste. The foods are wonderful. The extraordinary desserts, my favorite is halden boy.",1,1
Usually people go to Galeto to place their orders and take them to eat at home. It is also possible to order by phone. The food is very tasty and with excellent value for money.,1,1
Restaurant with excellent seafood and a huge variety on the menu. There are pizzas and crepes that are also delicious and the caipirosca is top.,1,1
Another unit of excellence of the coco bamboo chain. The extensive menu with many options pleases most people and all dishes are really well served.,0,1
"This restaurant also has a unit located within the Rio Branco airport. At this location, lunch is a self-service type with lots of meat and other dishes. The place is air conditioned and very quiet so you can have a meal before or after traveling.",0,-1
Quality of fish and variety of dishes .... Easy access and excellent menu. I recommend the visit.,1,1
"I went into this restaurant a few years ago and I noticed a sharp drop in the overall quality of the dishes. The chickpea and eggplant pastes were very bad, the bread seemed industrialized, without softness and old. The hot dishes seemed too Brazilian, losing much of their originality and why not say flavor. Despite the good service it was a bad experience and I have no reason to return to this restaurant. The difference in quality of this restaurant, in terms of food, for the 2 other competitors in the city is striking and even so there was a good movement. It seems that the gaucho public is getting less demanding.",0,1
A really nice space. It is excellent for those who just want to enjoy a night having a beer and talking with friends. The music is of great quality and so is the food.,1,1
"Nice place that has a very good pasta carvery! The price is quite attractive, that is, it is an excellent cost-benefit ratio.",1,1
"Nilo Peu00e7anha's health was better and cleaner. I ordered a natural chicken sandwich and came a pile of leaves with shredded chicken and an indecipherable yellow sauce, tasteless and falling apart. I don't think they ever cleaned glass or did maintenance on the deck, left. Feather.",1,-1
"I am demanding in terms of quality and service in restaurants. I can say that Osteria Mattiazzi is impeccable. The details that make a dinner a truly unforgettable experience, in every way. From the meticulous service to the presentation and balance of the dishes, including an excellent wine list. The owner is Italian and a deep connoisseur of native cuisine, as well as an enthusiastic lover of wines from Italy and elsewhere. I recommend it with all the emphasis and joy.",1,1
"The place is charming, cool and you really feel you belong to the capital of Su00e3o Paulo here. Both the drinks and the dishes are incredibly delicious and I don't imagine that anything can take away the feeling of a great experience on site. Even on rainy days like the one I went to, it is possible to admire the beautiful view that the roof of the famous Hotel Unique provides, to delight with the crab cone and the most different types of food specialties gathered in one place. Dessert is no less important, so reserve a place for it and enjoy the space, where you can often see your chef Emanuel Bassoleil, circling. Book some money, reserve a table and go enjoy it!",1,1
"Excellent service, many food and beverage options, air-conditioned environment. The waiter Leandro very helpful and available to serve his customers.",1,1
"esfihas with good pasta, filling without surprises (nothing you don't do at home) Kibe leaves something to be desired, hot dishes without surprise, but price, although not abusive, expensive for what they present ... It's not worth it",0,1
"Restaurant specializing in Portuguese cuisine but also serves excellent capixaba moqueca. Highlights for open fire cod and kid. Restaurant without risk of making mistakes, super professional. Kind and attentive service. Good wine list and excellent for business meetings.",1,1
"We ate marinated octopus starter and the main dish was whiting which takes its name from the house. As we were with children, they improvised an omelet. Friendly staff. Tight, but cozy place.",0,1
"He tries to imitate Cameroon but he can't!The assembly of the dishes is very crude, the portions are very counted, for example the international shrimp that comes with potato straw emitted, in the Nau comes so little that it cannot even serve 2 people, and the dish serves 4!The menu variety is good, some dishes I tried were nice, but it doesn't compare with Prawns!The delay in serving drinks and the worst point, it takes so long that the impression it gives and that the waiters look for it in another batch!Would not return!",1,-1
"The Mangai restaurant is an icon, as it knew how to mix northeastern culture and gastronomy in one place, all this combined with great comfort and organization.",1,1
Delicious pasta and from Friday they have pasta rodizio never seen it and a la carte dishes to eat well and leave satisfied.,1,1
"Place with creative decor. Little. It doesn't have much variety and the food goes from good to bland, it depends on the dish and the day. The price is good for self-service, but drinks are expensive.",1,1
"The place is excellent, I liked everything, from the service, the beauty of the place and the cost benefit. The tours offered are of the highest quality. The way of approaching the professionals when offering services is something impressive, the tourist does not feel coerced to buy the packages as occurs in other cities.",1,1
"We had already tried to go to this restaurant in this location a few times. Always with a lot of waiting on Sunday we ended up giving up. Today, to our surprise, we did it at first and it was worth it to have gone. The first-rate food. A delicious burrata and then a parmegiana file that was excellent. But the main thing was not the location, which was very beautiful, nor the food was very tasty, but the service provided by Garu00e7on Jarcem (it is not written that way). From the beginning, attentive and concerned with serving us properly, guiding us to ask for what is necessary. A family that was close to us caught my attention, very indecisive and at no time did he lose his patience or attention. Instead. The entire time he answered the questions carefully and always guided in the best possible way. It really does make a difference. Congratulations !!! We will be back and I highly recommend it.",1,1
"Very good service, in addition to having excellent dishes, it is all right to end the party or even make the party there. Very good!!",1,1
"I am a regular customer, I got to know the factory and I was much more satisfied not only with the flavor but mainly with hygiene. Their production is a first world thing! Au00e7au00ed is all processed by machinery and has no manual handling. Congratulations on your commitment to customers!",1,1
"Great service from Everaldo, Eduardo and wellyson. Excellent food with an atmosphere of note 10. I recommend everyone.",1,1
"The atmosphere is welcoming, the owner goes to her table and tells her story, the waiter who served us was very friendly, but the moqueca with sea bass and prawns left a LOT to be desired ... The prawns were hard and the fish was dry. .. Due to the fame of the place, I believe we were on the wrong day, where things did not go very well.",0,-1
"Bad service, very time consuming, with not so tasty dishes for a restaurant at this cost .. I ordered a weak octopus in seasoning and my friends a roast beef that is a joke, small, not very tasty and with a very common mayonnaise",0,-1
"For those who like regional food it is very good. Beautiful place, full of details and waiters dressed as Lampiu00e3o and Maria Bonita. Worth knowing.",1,1
"A little difficult to park the car, but worth a lot. Very nice place, beautiful, tables well organized, waiters very available (I really enjoyed the service), menu very varied. At the beginning I had an unforgettable salad (I think it is the only one that goes with chicken) !!!! Very good !!! I recommend",1,1
"Sensational! The large nachos is for two and is pocket friendly. There are many vegetarian options too, so itu2019s good that no one is left out! Dessert is not the specialty, but it is still worth it for the atmosphere & drinks & Mexican food.I fell in love with mate do bem and the different environment.",0,1
"We celebrated wedding anniversary and it was amazing !! First-rate service, above average staff attention !! And the delicious dishes !! Highly recommend !! Unforgettable!!",1,1
Excellent service. Fast and very well served.The meat came in a perfect spot and great cut. Worthy of cutting edge steakhouses.,1,1
"A very traditional restaurant, located in the public market, very central place, but has no parking. The waiters are very attentive and old-fashioned at the establishment. quantdo we were at the restaurant we ate a delicious gomes de su00e1 cod.",1,1
"We went for a Happy Hour, some snacks and a cold beer, the service is rated 1,000, the space very similar to the ones we know in Greece ...But the menu left something to be desired, come on: Breaded zucchini was very good, Mini burgers with 6 units that looked more like mini meatballs, without any flavor (disappointed), Tzatziki that was pure curd, almost no cucumber, without garlic and spices ( disappointed) and the so-called homemade bread is nothing but toasted Italian bread! Greek beer, spectacular!For those who do not know Greek cuisine, it goes very well, but if they want to reach the public that really knows and likes Greek dishes, they need to improve!",0,1
"It is a traditional restaurant in Salvador. Good for eating seafood and especially Bahian food.It has its own parking.The place is very pleasant with a large external balcony and also a large lounge with air conditioning.On site there is a playground with monitors that is well in view of parents who sit on the balcony.The service is good, courteous, a little time consuming.The donuts are good, the beer is cold.The food is excellent, with varied and delicious starters, if you like it is only the starters.The moquecas and the stews are excellent.A worthwhile location.",1,1
"I don't drink beer, I went to accompany my husband, I was curious to try the Gin ... I was very surprised and you can prepare it your way. I thought it was great, I want to go back. So bad I got a rainy day ud83eudd7a but the staff are super friendly, the food there is also good.",1,1
"I have been to this restaurant a few times and I am always well received, the waiter Martinho is friendly and helps you with the excellent menu. I highly recommend it!",1,1
